Outlier,comment_count,down_votes,reputation,score,up_votes,user_id,view_count,views
down_votes,0,72,3326,0,285,3697264,18,1003
down_votes,0,72,3326,0,285,3697264,20,1003
down_votes,0,72,3326,1,285,3697264,17,1003
down_votes,0,72,3326,0,285,3697264,18,1003
down_votes,3,72,3326,0,285,3697264,20,1003
down_votes,0,72,3326,0,285,3697264,10,1003
down_votes,0,72,3326,0,285,3697264,20,1003
down_votes,0,72,3326,0,285,3697264,10,1003
down_votes,0,72,3326,0,285,3697264,20,1003
down_votes,3,484,28663,0,1577,21061,19,2387
down_votes,2,484,28663,0,1577,21061,13,2387
down_votes,0,484,28663,2,1577,21061,17,2387
down_votes,0,194,49892,0,492,191463,18,2449
down_votes,1,194,49892,1,492,191463,12,2449
down_votes,0,230,5073,0,578,2664985,16,460
down_votes,0,148,4882,0,519,777510,12,435
down_votes,0,148,4882,0,519,777510,15,435
down_votes,3,85,2240,0,217,2762432,12,176
down_votes,0,85,2240,0,217,2762432,9,176
down_votes,1,1138,5237,0,996,325900,14,919
down_votes,1,1138,5237,0,996,325900,18,919
down_votes,0,89,5544,0,1092,1238867,6,412
down_votes,0,72,20390,0,505,178757,13,1317
down_votes,11,65,11494,1,367,404568,19,966
down_votes,0,65,11494,0,367,404568,14,966
down_votes,0,65,11494,0,367,404568,19,966
down_votes,2,760,23454,0,834,978756,18,3974
down_votes,3,322,28934,0,1294,31667,10,2418
down_votes,0,322,28934,2,1294,31667,20,2418
down_votes,0,322,28934,1,1294,31667,10,2418
down_votes,0,55,9855,0,805,56672,15,1193
down_votes,0,1014,6470,0,1199,4631427,20,1228
down_votes,0,97,235072,0,927,6068,6,10965
down_votes,0,97,235072,1,927,6068,11,10965
down_votes,0,97,235072,0,927,6068,11,10965
down_votes,0,97,235072,1,927,6068,18,10965
down_votes,0,97,235072,1,927,6068,17,10965
down_votes,0,97,235072,0,927,6068,19,10965
down_votes,0,97,235072,0,927,6068,10,10965
down_votes,5,133,5299,0,275,5045227,18,620
down_votes,0,133,5299,0,275,5045227,16,620
down_votes,0,133,5299,0,275,5045227,16,620
down_votes,0,133,5299,1,275,5045227,18,620
down_votes,0,133,5299,0,275,5045227,6,620
down_votes,0,133,5299,0,275,5045227,15,620
down_votes,0,133,5299,0,275,5045227,6,620
down_votes,0,759,20302,0,1361,3436942,19,2485
down_votes,4,1648,279695,0,1406,507674,18,22360
down_votes,2,267,12746,0,1905,2541,20,3832
down_votes,5,73,7143,0,1988,2038544,19,498
down_votes,1,143,6052,0,1101,5552,12,714
down_votes,0,143,6052,0,1101,5552,11,714
down_votes,4,290,23645,0,3889,156755,16,5226
down_votes,0,319,12266,0,4760,180430,15,1008
down_votes,2,102,3538,0,126,3359782,16,932
down_votes,2,102,3538,0,126,3359782,20,932
down_votes,0,102,3538,0,126,3359782,18,932
down_votes,0,102,3538,0,126,3359782,14,932
down_votes,0,812,38113,0,1737,699224,16,3852
down_votes,0,2549,18807,0,3154,1084416,10,4475
down_votes,0,111,6195,-1,764,3310334,17,1344
down_votes,0,96,7104,0,979,67316,17,381
down_votes,1,623,18981,0,787,1822164,20,2806
down_votes,0,100,31303,0,1142,153422,12,2885
down_votes,0,158,3583,0,308,2500842,11,639
down_votes,0,158,3583,0,308,2500842,17,639
down_votes,0,71,4902,0,679,1185534,18,429
down_votes,2,461,187688,4,3899,324584,18,27257
down_votes,0,81,4684,0,1599,1124744,14,745
down_votes,1,81,4684,0,1599,1124744,10,745
down_votes,0,81,4684,0,1599,1124744,13,745
down_votes,1,97,29043,1,625,898289,12,1786
down_votes,0,959,7332,-1,324,630780,15,628
down_votes,1,959,7332,0,324,630780,14,628
down_votes,0,959,7332,0,324,630780,19,628
down_votes,0,959,7332,0,324,630780,19,628
down_votes,0,52,5653,0,1452,285190,10,500
down_votes,0,52,5653,0,1452,285190,18,500
down_votes,0,730,79076,0,2571,102441,17,6176
down_votes,2,730,79076,0,2571,102441,13,6176
down_votes,0,730,79076,1,2571,102441,19,6176
down_votes,0,730,79076,0,2571,102441,14,6176
down_votes,0,53,22546,0,455,11755,20,2372
down_votes,2,53,22546,0,455,11755,14,2372
down_votes,1,53,22546,0,455,11755,16,2372
down_votes,0,53,22546,-1,455,11755,18,2372
down_votes,0,53,22546,0,455,11755,18,2372
down_votes,0,53,22546,0,455,11755,13,2372
down_votes,0,53,22546,0,455,11755,10,2372
down_votes,0,53,22546,1,455,11755,14,2372
down_votes,0,53,22546,0,455,11755,14,2372
down_votes,1,53,22546,0,455,11755,15,2372
down_votes,1,53,22546,0,455,11755,20,2372
down_votes,0,53,22546,1,455,11755,17,2372
down_votes,1,53,22546,-1,455,11755,15,2372
down_votes,3,53,22546,0,455,11755,16,2372
down_votes,0,53,22546,0,455,11755,20,2372
down_votes,0,53,22546,0,455,11755,18,2372
down_votes,0,1480,96868,0,2385,14357,20,8583
down_votes,1,1480,96868,0,2385,14357,12,8583
down_votes,1,106,5390,0,1174,287893,14,655
down_votes,0,106,5390,0,1174,287893,18,655
down_votes,0,598,3386,-1,319,1041364,14,367
down_votes,2,598,3386,0,319,1041364,20,367
down_votes,6,56,4583,0,1677,2413722,19,298
down_votes,0,283,16763,0,1425,39643,10,1393
down_votes,0,283,16763,0,1425,39643,13,1393
score,0,0,384,1,139,25102,19,90
score,0,11,3110,1,406,265431,16,488
score,3,11,3110,1,406,265431,15,488
score,3,11,3110,1,406,265431,18,488
score,1,556,5394,1,529,2283946,16,1032
score,1,0,5229,1,57,97925,18,365
score,4,0,5229,1,57,97925,17,365
score,1,6,1445,1,609,2911232,18,228
score,6,0,1958,1,48,1134275,8,202
score,0,7,1197,2,474,2253888,16,397
score,3,1,3915,1,724,1572408,19,255
score,0,5,24507,1,61,275501,20,364
score,1,4,634,1,70,1972453,15,48
score,0,3624,19668,2,2290,70345,20,2877
score,3,0,172,1,27,5558115,17,49
score,0,2,1102,1,172,285549,13,124
score,0,1,1250,-2,29,1872530,17,64
score,0,1,842,-1,81,2810014,17,135
score,0,36,11002,1,144,17440,12,686
score,2,0,211,2,10,4366879,19,31
score,2,5,1139,1,144,2909759,15,141
score,0,0,149,1,55,1630136,16,40
score,0,0,149,1,55,1630136,7,40
score,0,46,48375,1,1526,11898,17,2398
score,0,46,48375,1,1526,11898,16,2398
score,0,595,22540,1,2471,15371,17,1276
score,0,0,1756,1,49,1526032,18,188
score,0,4,2700,1,1171,199111,16,117
score,4,0,331,-1,28,2126810,16,115
score,1,0,35,-2,1,4673637,16,4
score,0,0,39,1,0,4867351,10,5
score,1,0,35,1,46,5700339,19,8
score,0,0,51,1,0,2733145,18,9
score,0,0,85,-1,6,3933207,17,10
score,0,0,93,1,8,3764923,17,13
score,4,0,3,-4,0,4804161,19,0
score,2,0,11,1,0,3619866,16,1
score,0,0,11,1,0,2950580,14,1
score,10,0,13,-1,0,3476240,18,9
score,2,0,41,1,2,2711360,13,10
score,0,28,4139,1,191,2961662,12,285
score,2,0,129,1,0,6357705,20,17
score,0,0,117,1,3,2996198,16,36
score,1,198,37327,1,1900,38522,19,2872
score,4,198,37327,2,1900,38522,20,2872
score,1,198,37327,-1,1900,38522,10,2872
score,2,198,37327,-1,1900,38522,18,2872
score,1,198,37327,-1,1900,38522,19,2872
score,0,7,714,1,11,1584074,19,36
score,0,20,8832,1,433,1596371,17,344
score,0,20,8832,1,433,1596371,19,344
score,0,8,987,-1,243,946923,20,334
score,0,1,457,1,33,2325955,20,98
score,0,778,13466,2,920,789657,13,4388
score,0,72,3326,1,285,3697264,17,1003
score,0,484,28663,2,1577,21061,17,2387
score,1,194,49892,1,492,191463,12,2449
score,4,1,701,-1,70,3779507,15,190
score,1,1,55042,1,5546,1006010,12,2630
score,0,15,2425,1,768,4960774,10,218
score,0,15,2425,3,768,4960774,19,218
score,1,3,191,1,13,2130106,15,46
score,5,0,203,-1,44,5224239,17,31
score,0,1,615,2,46,366336,16,57
score,0,1,1475,1,113,1001421,16,158
score,0,49,7955,1,477,2613662,15,422
score,0,6,202,-1,25,5255941,17,25
score,2,0,533,-1,25,1168239,17,38
score,0,0,231,1,68,2199898,20,45
score,0,0,1084,1,36,1246086,18,87
score,10,2,1806,1,1137,1700106,16,197
score,6,18,1976,-1,160,2816909,16,184
score,2,0,64,-1,9,4332108,18,14
score,0,16,2140,1,128,547239,11,288
score,0,6,2786,2,527,2656101,19,196
score,0,6,605,1,223,4592852,14,118
score,0,5,605,1,59,4026748,17,78
score,0,0,166,1,53,4258956,18,21
score,2,18,22239,1,1893,509706,19,1497
score,0,0,285,2,19,3233462,20,33
score,0,1,790,1,31,421039,19,93
score,0,24,5264,1,204,2000012,16,426
score,0,16,3988,1,396,1014237,16,732
score,0,16,3988,1,396,1014237,12,732
score,1,1,259,1,69,2111795,11,41
score,0,19,1217,1,365,26201,15,182
score,11,65,11494,1,367,404568,19,966
score,0,0,643,3,3,3625467,17,20
score,7,6,1125,-1,116,598832,16,68
score,2,11,897,-1,187,701867,16,95
score,0,3,4270,-1,358,1650337,18,467
score,0,322,28934,2,1294,31667,20,2418
score,0,322,28934,1,1294,31667,10,2418
score,0,0,579,1,45,1464618,14,67
score,0,10,9938,1,633,398939,16,695
score,4,3,1922,1,253,2245934,17,238
score,2,10,1577,-1,107,2251468,18,397
score,0,10,1577,1,107,2251468,17,397
score,0,0,58,1,0,5071207,19,3
score,2,0,151,-1,13,245456,19,3
score,1,0,23,-2,0,5661248,17,13
score,0,97,235072,1,927,6068,11,10965
score,0,97,235072,1,927,6068,18,10965
score,0,97,235072,1,927,6068,17,10965
score,0,133,5299,1,275,5045227,18,620
score,1,0,237,1,1,1900967,19,37
score,0,8,480,2,18,6133746,16,18
score,2,4,3675,-1,266,1341935,20,226
score,3,1,564,1,34,2135219,17,139
score,0,0,403,1,13,3374382,19,32
score,0,1,333,1,102,370092,18,146
score,2,0,285,1,8,3545704,19,33
score,1,1,444,1,22,5318061,15,42
score,2,0,2480,2,603,694659,15,534
score,0,1,1033,1,38,2907645,17,139
score,0,10,2227,1,276,1279002,17,168
score,0,41,8269,1,650,271907,18,1002
score,0,41,8269,1,650,271907,16,1002
score,0,41,8269,1,650,271907,12,1002
score,0,7,2948,1,317,4174195,17,399
score,1,2,1060,1,29,351170,18,129
score,3,2,1060,-1,29,351170,14,129
score,3,0,95,2,6,3032288,13,17
score,2,12,9544,1,225,17194,12,428
score,0,0,241,1,5,1531175,11,31
score,0,20,948,1,37,2450935,18,142
score,0,0,200,1,26,1983698,19,25
score,3,1,6151,1,319,4675736,16,1136
score,1,5,529,-1,4,3009613,16,121
score,5,5,529,1,4,3009613,20,121
score,1,13,8905,2,2316,2287576,18,1800
score,0,29,16110,1,1120,28901,19,530
score,0,111,6195,-1,764,3310334,17,1344
score,1,0,544,-1,8,3464127,20,37
score,7,16,12409,1,450,1019952,17,766
score,4,2,897,1,81,1870509,11,92
score,1,17,7023,-1,256,32027,19,442
score,0,2,420,1,106,1033624,18,17
score,0,2,420,1,106,1033624,11,17
score,0,14,569,1,106,3302584,10,98
score,0,0,5,-1,0,6370885,9,4
score,4,0,43,-7,3,6118448,14,5
score,0,0,23,1,0,2841267,10,18
score,0,0,23,1,0,3317132,16,6
score,0,0,41,1,0,3861272,14,18
score,0,13,2073,1,1964,1499072,9,340
score,0,28,27410,2,727,911930,16,2700
score,0,28,27410,1,727,911930,10,2700
score,0,28,27410,1,727,911930,19,2700
score,3,11,34006,-1,1262,683553,19,1640
score,5,6,494,1,71,3518938,18,36
score,0,14,1790,-1,719,1197723,20,137
score,0,19,2714,1,68,1718543,19,525
score,0,6,1830,1,513,69850,19,193
score,0,17,3198,1,170,63286,15,396
score,0,32,4092,2,1333,1517244,18,221
score,0,48,3103,2,353,1847261,14,168
score,2,461,187688,4,3899,324584,18,27257
score,2,0,485,1,27,419426,20,66
score,0,0,874,1,2,228674,18,147
score,4,12,6125,1,88,296346,20,206
score,0,47,5589,1,470,546060,9,560
score,0,21,964,1,200,5973797,19,114
score,1,97,29043,1,625,898289,12,1786
score,0,5,3532,1,61,657676,20,254
score,0,5,3532,1,61,657676,19,254
score,0,959,7332,-1,324,630780,15,628
score,0,50,27417,1,971,436028,19,2815
score,1,0,2301,1,7,1203146,20,206
score,0,0,2301,1,7,1203146,17,206
score,0,0,69,1,1,469266,14,23
score,0,0,2081,2,106,726150,13,329
score,0,22,20898,1,3528,2120261,20,917
score,0,12,6812,1,567,3894430,19,176
score,0,12,6812,-1,567,3894430,19,176
score,0,730,79076,1,2571,102441,19,6176
score,1,39,966,-1,86,1807486,19,164
score,0,9,1823,1,49,4887407,20,131
score,0,9,1823,1,49,4887407,14,131
score,0,16,35728,1,647,274,20,1930
score,0,53,22546,-1,455,11755,18,2372
score,0,53,22546,1,455,11755,14,2372
score,0,53,22546,1,455,11755,17,2372
score,1,53,22546,-1,455,11755,15,2372
score,0,11,2278,1,365,1369663,17,112
score,1,3,997,1,90,1182608,20,176
score,0,3,997,1,90,1182608,18,176
score,3,0,127,-1,12,2422218,17,39
score,0,598,3386,-1,319,1041364,14,367
score,0,42,3732,1,741,11801,14,361
score,1,2,1718,1,49,541667,16,132
score,0,0,111,-3,1,2349791,15,33
score,0,25,4961,3,255,386465,17,270
score,4,22,5059,1,165,873139,13,500
score,2,5,5984,1,315,3581788,20,677
score,0,0,207,1,18,3582842,18,69
score,0,0,207,1,25,1537736,19,68
score,1,8,1839,2,398,2550349,20,178
score,0,0,25,1,0,5342829,17,1
score,0,0,27,1,0,4083332,18,6
score,8,0,36,1,15,3747674,17,6
score,0,17,151,-1,10,3749729,12,7
score,1,0,140,1,0,1474603,20,11
score,0,0,105,1,6,5336859,18,11
score,1,0,179,-1,12,1432790,19,14
score,0,0,71,1,5,1607383,19,14
score,0,0,11,1,0,2608644,19,0
score,0,0,11,1,0,3541517,20,3
score,0,0,13,1,0,6437549,15,0
score,0,0,21,1,0,5587036,17,16
score,0,0,23,1,0,5521462,16,1
score,0,0,41,-1,7,3348196,17,21
score,1,0,41,-1,7,3348196,20,21
view_count,0,0,41,0,0,3861272,3,18
comment_count,3,0,341,0,22,1233535,18,92
comment_count,3,11,3110,1,406,265431,15,488
comment_count,3,11,3110,1,406,265431,18,488
comment_count,4,25,5417,0,1458,2422230,17,262
comment_count,3,0,150,0,14,3395049,20,103
comment_count,4,0,5229,1,57,97925,17,365
comment_count,6,0,1958,1,48,1134275,8,202
comment_count,7,7,2548,0,126,2840178,19,404
comment_count,3,1,236,0,23,2046646,16,48
comment_count,5,1,236,0,23,2046646,19,48
comment_count,3,1,3915,1,724,1572408,19,255
comment_count,4,0,1118,0,15,3291266,17,200
comment_count,3,0,899,0,45,6144451,20,305
comment_count,3,5,2427,0,264,1050179,19,234
comment_count,3,0,249,0,35,2635961,19,43
comment_count,3,0,172,1,27,5558115,17,49
comment_count,5,0,172,0,27,5558115,17,49
comment_count,5,1,921,0,73,1970448,20,94
comment_count,4,0,331,-1,28,2126810,16,115
comment_count,10,1,264,0,63,3482098,20,34
comment_count,3,0,37,0,4,1382366,9,7
comment_count,8,0,147,0,33,1551819,17,9
comment_count,3,0,97,0,23,959127,20,11
comment_count,4,0,3,-4,0,4804161,19,0
comment_count,10,0,13,-1,0,3476240,18,9
comment_count,5,0,21,0,0,3484026,13,15
comment_count,5,0,129,0,0,6357705,17,17
comment_count,8,21,3450,0,91,1587951,12,215
comment_count,4,198,37327,2,1900,38522,20,2872
comment_count,3,0,1127,0,16,1284680,12,79
comment_count,7,45,6024,0,1804,400691,15,647
comment_count,3,21,777,0,51,1527537,18,85
comment_count,3,0,4553,0,0,538847,18,245
comment_count,4,10,486,0,22,2908971,14,68
comment_count,4,9,6990,0,203,2957677,18,486
comment_count,3,27,5696,0,112,3562271,18,310
comment_count,3,72,3326,0,285,3697264,20,1003
comment_count,3,484,28663,0,1577,21061,19,2387
comment_count,4,1,701,-1,70,3779507,15,190
comment_count,5,2,3820,0,94,3677259,15,247
comment_count,4,0,169,0,24,4916173,12,46
comment_count,3,5,1106,0,27,1003009,16,126
comment_count,3,85,2240,0,217,2762432,12,176
comment_count,5,0,203,-1,44,5224239,17,31
comment_count,4,0,111,0,27,1486242,20,15
comment_count,3,9,858,0,224,3033149,14,113
comment_count,3,1,2028,0,1239,463978,20,169
comment_count,4,0,153,0,148,5873521,11,14
comment_count,5,0,231,0,68,2199898,9,45
comment_count,3,0,1084,0,36,1246086,17,87
comment_count,10,2,1806,1,1137,1700106,16,197
comment_count,6,18,1976,-1,160,2816909,16,184
comment_count,3,0,166,0,53,4258956,16,21
comment_count,3,6,1007,0,219,4543112,15,95
comment_count,4,6,1007,0,219,4543112,14,95
comment_count,4,15,929,0,158,1776732,18,108
comment_count,11,65,11494,1,367,404568,19,966
comment_count,7,6,1125,-1,116,598832,16,68
comment_count,3,0,81,0,13,3930191,14,44
comment_count,6,3,407,0,234,875393,18,52
comment_count,4,1,1083,0,34,4177694,14,22
comment_count,3,322,28934,0,1294,31667,10,2418
comment_count,6,0,579,0,45,1464618,18,67
comment_count,3,0,97,0,39,2946932,20,24
comment_count,4,3,1922,1,253,2245934,17,238
comment_count,3,0,35,0,0,6329627,17,5
comment_count,10,0,38,0,0,5679437,19,9
comment_count,3,0,55,0,9,3879560,14,11
comment_count,3,0,11,0,0,2799176,20,1
comment_count,5,0,11,0,0,6337354,16,8
comment_count,6,27,588,0,58,2420976,18,144
comment_count,5,133,5299,0,275,5045227,18,620
comment_count,4,0,122,0,12,3812866,16,34
comment_count,7,11,3982,0,653,369313,20,519
comment_count,3,1,564,1,34,2135219,17,139
comment_count,6,0,403,0,13,3374382,16,32
comment_count,6,1,333,0,102,370092,16,146
comment_count,4,1648,279695,0,1406,507674,18,22360
comment_count,4,1,1033,0,38,2907645,20,139
comment_count,4,23,11118,0,1339,499699,9,632
comment_count,8,7,2948,0,317,4174195,13,399
comment_count,3,7,2948,0,317,4174195,16,399
comment_count,3,7,2948,0,317,4174195,18,399
comment_count,5,73,7143,0,1988,2038544,19,498
comment_count,6,17,1034,0,57,4754758,11,90
comment_count,3,0,277,0,14,1261079,18,39
comment_count,6,4,768,0,110,3070181,18,187
comment_count,4,0,77,0,1,3457558,17,24
comment_count,4,290,23645,0,3889,156755,16,5226
comment_count,3,2,1060,-1,29,351170,14,129
comment_count,3,0,95,2,6,3032288,13,17
comment_count,3,0,87,0,7,1783194,20,29
comment_count,4,11,17348,0,373,26107,17,813
comment_count,4,0,785,0,45,531341,17,211
comment_count,3,20,948,0,37,2450935,19,142
comment_count,3,20,948,0,37,2450935,20,142
comment_count,3,20,948,0,37,2450935,16,142
comment_count,4,7,648,0,58,3859951,15,98
comment_count,4,0,45,0,1,3449597,19,23
comment_count,3,1,6151,1,319,4675736,16,1136
comment_count,5,5,529,1,4,3009613,20,121
comment_count,4,13,8905,0,2316,2287576,18,1800
comment_count,3,13,8905,0,2316,2287576,13,1800
comment_count,3,13,8905,0,2316,2287576,19,1800
comment_count,3,13,8905,0,2316,2287576,20,1800
comment_count,4,13,8905,0,2316,2287576,19,1800
comment_count,4,13,1648,0,35,5545882,17,408
comment_count,4,0,107,0,4,1600900,8,47
comment_count,7,16,12409,1,450,1019952,17,766
comment_count,4,2,897,1,81,1870509,11,92
comment_count,5,28,5466,0,16,3195915,15,101
comment_count,3,0,47,0,2,1542051,20,1
comment_count,4,0,43,-7,3,6118448,14,5
comment_count,3,0,61,0,0,3054080,17,13
comment_count,9,0,21,0,0,4556923,20,12
comment_count,6,13,2073,0,1964,1499072,18,340
comment_count,3,19,2040,0,325,218208,18,464
comment_count,3,11,34006,-1,1262,683553,19,1640
comment_count,4,0,351,0,35,2053929,20,55
comment_count,5,6,494,1,71,3518938,18,36
comment_count,3,3,685,0,35,1483434,17,73
comment_count,3,0,63,0,17,3675617,17,22
comment_count,3,0,53,0,5,6084936,16,36
comment_count,4,9,3019,0,246,653292,16,346
comment_count,3,18,3330,0,1584,1446086,20,233
comment_count,7,7,31110,0,401,478144,20,2954
comment_count,4,0,874,0,2,228674,20,147
comment_count,4,12,6125,1,88,296346,20,206
comment_count,5,0,3703,0,56,356582,15,148
comment_count,4,0,73,0,6,2420913,15,19
comment_count,3,53,22546,0,455,11755,16,2372
comment_count,4,0,219,0,27,2529106,12,36
comment_count,3,0,127,-1,12,2422218,17,39
comment_count,3,21,4245,0,1507,389828,19,382
comment_count,4,1,8833,0,61,1081325,16,228
comment_count,6,56,4583,0,1677,2413722,19,298
comment_count,4,22,5059,1,165,873139,13,500
comment_count,4,22,5059,0,165,873139,18,500
comment_count,3,5,5984,0,315,3581788,19,677
comment_count,3,5,5984,0,315,3581788,15,677
comment_count,7,0,207,0,18,3582842,15,69
comment_count,8,0,36,1,15,3747674,17,6
comment_count,3,0,179,0,12,1432790,20,14
comment_count,3,0,51,0,40,5319918,17,14
comment_count,3,0,1,0,0,6361547,19,1
comment_count,3,0,21,0,7,5979431,9,2
comment_count,6,0,21,0,0,3346069,20,3
